epoch,genotype,train_loss,test_loss,accuracy,f1_weighted,precision,recall,latency_ms_per_doc,params
1,0000,0.5195074591199557,0.2661031973352577,0.9139473684210526,0.9138915915942595,0.9139633830271747,0.9139473684210526,2.4416574723079427,43374980
2,0000,0.1854428775958717,0.24822538674754255,0.9202631578947369,0.9202272669911785,0.9202282339506932,0.9202631578947369,2.451950543317474,43374980
3,0000,0.10148572168232252,0.2800903026358921,0.9203947368421053,0.9203560613636744,0.920433976849088,0.9203947368421053,2.5293908449782045,43374980
4,0000,0.04967892028456554,0.3222326866777598,0.9202631578947369,0.9201326599138402,0.9200416536688607,0.9202631578947369,2.465406135350716,43374980
