generation,rank,fitness,f1,latency,params,depth,genotype,gen_time_min
0,0,0.8596915992580575,0.8596915992580575,0.011392307927414391,47019620,6,"[0, 0, 0, 0, 1, 1]",
0,1,0.8569935005050751,0.8569935005050751,0.06647240903851251,42531652,4,"[0, 1, 1, 0]",
0,2,0.8529710001071479,0.8529710001071479,0.2706063460652894,69459460,19,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",
0,3,0.8511004096861322,0.8511004096861322,0.015474496265856683,51507588,8,"[1, 1, 0, 0, 1, 0, 1, 0]",
0,4,0.8488950082607841,0.8488950082607841,0.0589193379744843,55995556,10,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",
0,5,0.8481910151360572,0.8481910151360572,0.02291618960138987,61561060,13,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",
0,6,0.845814269689211,0.845814269689211,0.04961217155805715,48097156,7,"[0, 0, 1, 0, 1, 0, 0]",
0,7,0.8454837623026441,0.8454837623026441,0.13283348586715182,57073092,11,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]",
0,8,0.8442646162179217,0.8442646162179217,0.03135431368972936,60483524,12,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",
0,9,0.8440511942338378,0.8440511942338378,0.09197101856111586,55995556,10,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",
0,10,0.8416406265122934,0.8416406265122934,0.10159035684288635,47019620,6,"[1, 0, 0, 0, 0, 1]",
0,11,0.8414023777100132,0.8414023777100132,0.03311500943585535,55995556,10,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",
0,12,0.8410209515725551,0.8410209515725551,0.08877892876418107,69459460,16,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",
0,13,0.8405618496712384,0.8405618496712384,0.06188790745098174,55995556,10,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",
