generation,rank,fitness,f1,latency,params,depth,gen_time_min,genotype
0,0,0.8049942197116484,0.8049942197116484,0.004373765220360341,42953573,4,35.91508914232254,"[0, 0, 0, 1]"
0,1,0.7934036379316305,0.7934036379316305,0.0054065067617051045,43375237,4,35.91508914232254,"[0, 0, 0, 0]"
0,2,0.7549672487119599,0.7549672487119599,0.004553900239584108,43609445,5,35.91508914232254,"[0, 1, 0, 0, 1]"
0,3,0.750877586235712,0.750877586235712,0.0036522167445713722,42531909,4,35.91508914232254,"[0, 1, 1, 0]"
0,4,0.7308284866232786,0.7308284866232786,0.0035028994605023193,42531909,4,35.91508914232254,"[1, 0, 0, 1]"
0,5,0.7305190233494305,0.7305190233494305,0.004492169654806331,43609445,5,35.91508914232254,"[0, 0, 0, 1, 1]"
0,6,0.7169720303770968,0.7169720303770968,0.010325698461623612,61139653,13,35.91508914232254,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
0,7,0.7158948295451054,0.7158948295451054,0.0034973953577381385,46832421,7,35.91508914232254,"[1, 1, 1, 1, 0, 1, 1]"
0,8,0.7143109993092054,0.7143109993092054,0.006168025969581669,51086181,8,35.91508914232254,"[1, 0, 1, 1, 0, 1, 0, 1]"
0,9,0.7067559319580151,0.7067559319580151,0.008581667210031828,59640453,12,35.91508914232254,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
0,10,0.6972054693987072,0.6972054693987072,0.010218926728973118,56839141,10,35.91508914232254,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
0,11,0.6930286621380777,0.6930286621380777,0.008767681234587012,56651685,11,35.91508914232254,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0]"
0,12,0.6881945159057306,0.6881945159057306,0.007842404180768632,48940741,7,35.91508914232254,"[1, 0, 0, 0, 0, 0, 0]"
0,13,0.6831952547769966,0.6831952547769966,0.007080841320671847,52163717,9,35.91508914232254,"[0, 1, 1, 1, 0, 0, 0, 1, 1]"
0,14,0.6771401754146682,0.6771401754146682,0.005316247208405181,47019877,6,35.91508914232254,"[1, 1, 0, 1, 0, 0]"
0,15,0.6727136493425124,0.6727136493425124,0.007065603185502678,55152485,10,35.91508914232254,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]"
0,16,0.6699862622702195,0.6699862622702195,0.007922573041272248,52585381,9,35.91508914232254,"[0, 1, 1, 0, 1, 1, 0, 0, 0]"
0,17,0.6440449154326784,0.6440449154326784,0.010443238592640612,61139653,13,35.91508914232254,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
0,18,0.6412144885300816,0.6412144885300816,0.013105972280042347,69693925,17,35.91508914232254,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]"
0,19,0.6383170725336612,0.6383170725336612,0.0069616266937185915,52163717,9,35.91508914232254,"[1, 0, 1, 0, 1, 1, 0, 0, 1]"
0,20,0.6345342238722597,0.6345342238722597,0.009503402928587711,52772837,8,35.91508914232254,"[1, 0, 0, 0, 0, 0, 0, 0]"
0,21,0.6307498781272958,0.6307498781272958,0.0053475736082320285,47675749,7,35.91508914232254,"[0, 1, 1, 1, 0, 0, 1]"
0,22,0.6271841164341267,0.6271841164341267,0.01403690400229138,73526021,18,35.91508914232254,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]"
0,23,0.6177030347601896,0.6177030347601896,0.011256756261591176,64550085,14,35.91508914232254,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]"
0,24,0.6175749080586069,0.6175749080586069,0.00960042869123707,60062117,12,35.91508914232254,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]"
0,25,0.5610804809561797,0.5610804809561797,0.0045122650148018174,46598213,6,35.91508914232254,"[0, 1, 1, 0, 1, 1]"
