epoch,train_loss,test_loss,accuracy,f1_weighted,precision,recall,latency_ms_per_doc,params
1,0.5220790399511656,0.27278832539509074,0.9097368421052632,0.909168272283541,0.9092056495738795,0.9097368421052632,16.72320017794601,39253828
2,0.17890992795576652,0.25217860302410455,0.9213157894736842,0.9211212457152586,0.9216596471155947,0.9213157894736842,16.275362557723742,39253828
3,0.09619975230904917,0.30220294782124896,0.9217105263157894,0.9214971752931503,0.9214549255918794,0.9217105263157894,19.19404983896167,39253828
4,0.04978992198863222,0.37419271797035675,0.9180263157894737,0.917913731267174,0.9178306235017487,0.9180263157894737,15.382645197776185,39253828
