epoch,train_loss,test_loss,accuracy,f1_weighted,precision,recall,latency_ms_per_doc,params
1,0.5073872154206037,0.2783270611216416,0.9072368421052631,0.9067756104023338,0.9082715584553348,0.9072368421052631,4.175445393604391,50562660
2,0.17606014145985246,0.26097135399194327,0.9177631578947368,0.9174557044143031,0.9174800759689501,0.9177631578947368,4.169647902751169,50562660
3,0.08991313819407175,0.30843940404529424,0.9205263157894736,0.9205842364395234,0.9207122544780162,0.9205263157894736,4.544346679409011,50562660
4,0.04210991052588603,0.399942892683306,0.9151315789473684,0.9151042055123959,0.9151128300909247,0.9151315789473684,4.323444070936251,50562660
