epoch,genotype,train_loss,test_loss,accuracy,f1_macro,precision,recall,latency_ms_per_doc,params
1,0000,1.1789387594727636,0.7594656052648044,0.7396907216494846,0.4844024098831453,0.6542586431134595,0.5239460911208692,8.851574376686333,43375237
2,0000,0.4869082105861416,0.48126508965019565,0.8268041237113402,0.7365288046699645,0.8087801966074843,0.7124100189337891,8.873004151373793,43375237
3,0000,0.24423265689079768,0.3777455037200182,0.8752577319587629,0.8223413200165393,0.8327454850902436,0.8139492034570972,8.916442050147303,43375237
4,0000,0.12556930758890886,0.34899949923646256,0.8814432989690721,0.8309001682505018,0.8404970176791678,0.8239968412601362,8.94728124756174,43375237
5,0000,0.06285388284200097,0.36712233841106234,0.8778350515463917,0.8238462912101564,0.8527714707284739,0.8033219182355055,8.935488499316973,43375237
6,0000,0.030160835110559805,0.3398530246636479,0.8917525773195877,0.849518773207069,0.8469113781055786,0.8542160252972095,8.937928234178996,43375237
7,0000,0.01440553295565091,0.34761272621776174,0.8886597938144329,0.8405964018199976,0.8593119257487956,0.8259450166950268,8.937088853305148,43375237
8,0000,0.00840074154695279,0.3488810509996733,0.8927835051546392,0.8473391179238922,0.8669419763001092,0.8344094954075377,8.947215743900575,43375237
