epoch,genotype,train_loss,test_loss,accuracy,f1_weighted,precision,recall,latency_ms_per_doc,params
1,00001000000010000000100000001000,0.4383767986632884,0.2817391577304194,0.9071052631578947,0.907250098495745,0.9092216199616283,0.9071052631578947,11.574047709766187,110423172
2,00001000000010000000100000001000,0.19635997808383157,0.2701935504264149,0.9210526315789473,0.92102230400422,0.9210485555193848,0.9210526315789473,11.737147914735894,110423172
3,00001000000010000000100000001000,0.10572623726665431,0.34703787357975285,0.9202631578947369,0.9200822739564769,0.9200154950612688,0.9202631578947369,11.342838688900596,110423172
4,00001000000010000000100000001000,0.04029560772104572,0.4241450347416838,0.9181578947368421,0.9180668247760545,0.9180234898447518,0.9181578947368421,11.564568375286303,110423172
