generation,rank,fitness,f1,latency,params,depth,gen_time_min,genotype
0,0,0.702784221117063,0.702784221117063,0.004851374071728697,47254085,7,51.38603554566701,"[1, 1, 1, 0, 1, 1, 0]"
0,1,0.6869242189306296,0.6869242189306296,0.0199168830254588,78435653,20,51.38603554566701,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
0,2,0.68373085649761,0.68373085649761,0.005926689115195708,43609445,5,51.38603554566701,"[0, 0, 1, 1, 0]"
0,3,0.6796431187909655,0.6796431187909655,0.0059964781757276125,42953573,4,51.38603554566701,"[0, 0, 1, 0]"
0,4,0.678932240632508,0.678932240632508,0.017686391317858072,70537253,17,51.38603554566701,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]"
0,5,0.6741665385598974,0.6741665385598974,0.009308635457760905,59640453,12,51.38603554566701,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]"
0,6,0.6724523957643831,0.6724523957643831,0.0062335971178794185,47675749,7,51.38603554566701,"[1, 0, 1, 1, 0, 0, 1]"
0,7,0.6724354086958022,0.6724354086958022,0.009163698715880303,48519077,7,51.38603554566701,"[1, 0, 0, 0, 1, 0, 0]"
0,8,0.6682774600932574,0.6682774600932574,0.001965448405976484,41688581,4,51.38603554566701,"[1, 1, 1, 1]"
0,9,0.6642264475788247,0.6642264475788247,0.013450087898725299,56839141,10,51.38603554566701,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
0,10,0.6601489228207984,0.6601489228207984,0.012948099703056324,72261029,18,51.38603554566701,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]"
0,11,0.6588133913790689,0.6588133913790689,0.014597517186649787,60905445,12,51.38603554566701,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
0,12,0.6585135836674826,0.6585135836674826,0.006344843100601586,47675749,7,51.38603554566701,"[1, 0, 0, 1, 1, 1, 0]"
0,13,0.6581764340487658,0.6581764340487658,0.014036909471111152,53428709,9,51.38603554566701,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
0,14,0.657904040212946,0.657904040212946,0.013430166094997158,61561317,13,51.38603554566701,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]"
0,15,0.6538279752150606,0.6538279752150606,0.006218473830550774,47675749,7,51.38603554566701,"[0, 1, 1, 0, 0, 1, 1]"
0,16,0.648127226005686,0.648127226005686,0.004688582307186227,46598213,6,51.38603554566701,"[0, 1, 1, 1, 1, 0]"
0,17,0.6464398890681442,0.6464398890681442,0.011726994424477489,64784293,15,51.38603554566701,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]"
0,18,0.6448936538743317,0.6448936538743317,0.00860908345397941,55574149,10,51.38603554566701,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]"
0,19,0.6413422384197044,0.6413422384197044,0.012666318823491013,72916901,19,51.38603554566701,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]"
