epoch,genotype,train_loss,test_loss,accuracy,f1_macro,precision,recall,latency_ms_per_doc,params
1,0000,1.1661011971605635,0.7163281853570312,0.7582474226804123,0.5368150242350942,0.7196654680172276,0.555509901720283,3.4841085217662693,43375237
2,0000,0.4771395485160999,0.4647713750600815,0.8360824742268042,0.7435493353251477,0.8019438573195398,0.7206641067577959,4.014320717644446,43375237
3,0000,0.2411838645608282,0.41546033813282235,0.8577319587628865,0.7942843470566809,0.8365638193076274,0.7693796589303616,3.8621530090410685,43375237
4,0000,0.12523971179735313,0.34056094338827325,0.884020618556701,0.8254824875177246,0.8498145216157255,0.8161206995630546,3.9077456464472506,43375237
5,0000,0.0629695546858519,0.35295911229284266,0.8871134020618556,0.8330457141885225,0.8665324357906377,0.8120338411669671,3.8334079624451314,43375237
6,0000,0.02913362178635033,0.36991087485726953,0.8855670103092783,0.8381321609396941,0.8570052365897357,0.8248671102745003,3.6735119278897943,43375237
7,0000,0.013382835420132818,0.34169012948691263,0.8948453608247423,0.8503661205147152,0.8684493400471351,0.8389984923472327,1.6638938913640289,43375237
8,0000,0.007734224567578617,0.34323367108323716,0.8917525773195877,0.8459845568162164,0.8600244772106915,0.8368014119112306,1.6267912904011834,43375237
