epoch,genotype,train_loss,test_loss,accuracy,f1_weighted,precision,recall,latency_ms_per_doc,params
1,11100,0.5259056928957502,0.26210042942284034,0.9111842105263158,0.9108988975442017,0.9111669758870178,0.9111842105263158,14.070869368665358,39253828
2,11100,0.176042146074151,0.254079393165953,0.9225,0.9224131477776634,0.9227055042138351,0.9225,13.896281729225352,39253828
3,11100,0.09544939522792896,0.29567848024361554,0.9210526315789473,0.9209131627741696,0.9208222365124792,0.9210526315789473,13.981188107438447,39253828
4,11100,0.04890894678741073,0.3688827428967739,0.9181578947368421,0.918111447183266,0.9180738448729329,0.9181578947368421,13.812896302517723,39253828
